county,NAME,RESP_DATE,CRRALL,CRRINT,DRRALL,DRRINT
091,Ouray County,2020-04-27,0.306,0.3,0.001,0.001
093,Park County,2020-04-27,0.224,0.218,0.001,0
095,Phillips County,2020-04-27,0.609,0.406,0.001,0
097,Pitkin County,2020-04-27,0.262,0.255,0.001,0.001
099,Prowers County,2020-04-27,0.42,0.276,0.001,0
101,Pueblo County,2020-04-27,0.545,0.382,0.002,0.001
103,Rio Blanco County,2020-04-27,0.326,0.301,0.002,0.002
105,Rio Grande County,2020-04-27,0.394,0.222,0.001,0.001
107,Routt County,2020-04-27,0.25,0.242,0.002,0.002
109,Saguache County,2020-04-27,0.177,0.12,0.002,0.001
111,San Juan County,2020-04-27,0.089,0.089,0.001,0.001
113,San Miguel County,2020-04-27,0.195,0.19,0.001,0
115,Sedgwick County,2020-04-27,0.461,0.178,0,0
117,Summit County,2020-04-27,0.143,0.142,0.001,0.001
119,Teller County,2020-04-27,0.421,0.406,0.001,0.001
121,Washington County,2020-04-27,0.501,0.193,0,0
123,Weld County,2020-04-27,0.561,0.506,0.002,0.002
125,Yuma County,2020-04-27,0.564,0.216,0,0
001,Adams County,2020-04-28,0.592,0.532,0.002,0.002
003,Alamosa County,2020-04-28,0.459,0.347,0.002,0.002
005,Arapahoe County,2020-04-28,0.642,0.597,0.002,0.002
007,Archuleta County,2020-04-28,0.281,0.272,0.001,0.001
009,Baca County,2020-04-28,0.379,0.177,0.002,0.001
011,Bent County,2020-04-28,0.491,0.177,0.006,0.001
013,Boulder County,2020-04-28,0.654,0.626,0.002,0.002
014,Broomfield County,2020-04-28,0.662,0.639,0.002,0.002
015,Chaffee County,2020-04-28,0.443,0.406,0.001,0.001
017,Cheyenne County,2020-04-28,0.201,0.129,0.002,0.002
019,Clear Creek County,2020-04-28,0.35,0.343,0.001,0.001
021,Conejos County,2020-04-28,0.212,0.118,0.002,0.002
023,Costilla County,2020-04-28,0.095,0.071,0.001,0.001
025,Crowley County,2020-04-28,0.428,0.146,0.004,0.001
027,Custer County,2020-04-28,0.242,0.235,0.002,0.002
029,Delta County,2020-04-28,0.534,0.269,0.001,0.001
031,Denver County,2020-04-28,0.573,0.523,0.003,0.002
033,Dolores County,2020-04-28,0.151,0.119,0.001,0.001
035,Douglas County,2020-04-28,0.697,0.682,0.003,0.003
037,Eagle County,2020-04-28,0.184,0.181,0.001,0.001
039,Elbert County,2020-04-28,0.621,0.579,0.003,0.002
041,El Paso County,2020-04-28,0.627,0.582,0.002,0.002
043,Fremont County,2020-04-28,0.556,0.347,0.002,0.001
045,Garfield County,2020-04-28,0.541,0.507,0.002,0.002
047,Gilpin County,2020-04-28,0.344,0.334,0.002,0.002
049,Grand County,2020-04-28,0.079,0.078,0.001,0.001
051,Gunnison County,2020-04-28,0.281,0.262,0.002,0.002
053,Hinsdale County,2020-04-28,0.064,0.063,0,0
055,Huerfano County,2020-04-28,0.268,0.16,0.001,0.001
057,Jackson County,2020-04-28,0.075,0.06,0,0
059,Jefferson County,2020-04-28,0.693,0.654,0.002,0.002
061,Kiowa County,2020-04-28,0.33,0.179,0.004,0.001
063,Kit Carson County,2020-04-28,0.439,0.346,0.001,0.001
065,Lake County,2020-04-28,0.369,0.332,0.002,0.002
067,La Plata County,2020-04-28,0.463,0.444,0.002,0.002
069,Larimer County,2020-04-28,0.596,0.566,0.002,0.002
071,Las Animas County,2020-04-28,0.399,0.185,0.001,0.001
073,Lincoln County,2020-04-28,0.268,0.157,0.001,0
075,Logan County,2020-04-28,0.568,0.393,0.002,0.002
077,Mesa County,2020-04-28,0.616,0.542,0.003,0.003
079,Mineral County,2020-04-28,0.159,0.152,0,0
081,Moffat County,2020-04-28,0.467,0.392,0.003,0.002
083,Montezuma County,2020-04-28,0.486,0.442,0.002,0.002
085,Montrose County,2020-04-28,0.55,0.42,0.001,0.001
087,Morgan County,2020-04-28,0.538,0.44,0.002,0.002
089,Otero County,2020-04-28,0.506,0.312,0.002,0.001
091,Ouray County,2020-04-28,0.306,0.3,0.001,0.001
093,Park County,2020-04-28,0.225,0.219,0.001,0.001
095,Phillips County,2020-04-28,0.611,0.407,0.001,0.001
097,Pitkin County,2020-04-28,0.264,0.257,0.002,0.002
099,Prowers County,2020-04-28,0.421,0.277,0.002,0.001
101,Pueblo County,2020-04-28,0.547,0.384,0.002,0.002
103,Rio Blanco County,2020-04-28,0.327,0.302,0.001,0.001
105,Rio Grande County,2020-04-28,0.395,0.222,0.001,0.001
107,Routt County,2020-04-28,0.251,0.244,0.001,0.001
109,Saguache County,2020-04-28,0.179,0.123,0.002,0.002
111,San Juan County,2020-04-28,0.091,0.091,0.002,0.002
113,San Miguel County,2020-04-28,0.196,0.191,0.001,0.001
115,Sedgwick County,2020-04-28,0.461,0.178,0,0
117,Summit County,2020-04-28,0.143,0.143,0.001,0.001
119,Teller County,2020-04-28,0.423,0.408,0.002,0.002
121,Washington County,2020-04-28,0.501,0.193,0,0
123,Weld County,2020-04-28,0.564,0.509,0.003,0.003
125,Yuma County,2020-04-28,0.565,0.217,0.001,0.001
001,Adams County,2020-04-29,0.598,0.535,0.007,0.003
003,Alamosa County,2020-04-29,0.462,0.349,0.003,0.002
005,Arapahoe County,2020-04-29,0.649,0.6,0.007,0.003
007,Archuleta County,2020-04-29,0.284,0.273,0.002,0.001
009,Baca County,2020-04-29,0.381,0.179,0.002,0.002
011,Bent County,2020-04-29,0.492,0.179,0.001,0.001
013,Boulder County,2020-04-29,0.661,0.629,0.006,0.003
014,Broomfield County,2020-04-29,0.668,0.642,0.006,0.002
015,Chaffee County,2020-04-29,0.446,0.408,0.003,0.001
017,Cheyenne County,2020-04-29,0.204,0.133,0.004,0.004
019,Clear Creek County,2020-04-29,0.353,0.344,0.003,0.002
021,Conejos County,2020-04-29,0.213,0.119,0.001,0.001
023,Costilla County,2020-04-29,0.096,0.073,0.001,0.001
025,Crowley County,2020-04-29,0.429,0.147,0.001,0.001
027,Custer County,2020-04-29,0.244,0.236,0.002,0.001
029,Delta County,2020-04-29,0.537,0.27,0.003,0
031,Denver County,2020-04-29,0.579,0.525,0.006,0.003
033,Dolores County,2020-04-29,0.151,0.119,0,0
035,Douglas County,2020-04-29,0.704,0.684,0.007,0.002
037,Eagle County,2020-04-29,0.186,0.182,0.001,0.001
039,Elbert County,2020-04-29,0.628,0.581,0.007,0.002
041,El Paso County,2020-04-29,0.635,0.585,0.007,0.003
043,Fremont County,2020-04-29,0.56,0.348,0.003,0.001
045,Garfield County,2020-04-29,0.545,0.509,0.004,0.002
047,Gilpin County,2020-04-29,0.347,0.336,0.003,0.002
049,Grand County,2020-04-29,0.08,0.079,0.001,0.001
051,Gunnison County,2020-04-29,0.283,0.264,0.002,0.002
053,Hinsdale County,2020-04-29,0.065,0.064,0.001,0.001
055,Huerfano County,2020-04-29,0.27,0.161,0.002,0.001
057,Jackson County,2020-04-29,0.075,0.06,0,0
059,Jefferson County,2020-04-29,0.7,0.656,0.007,0.002
061,Kiowa County,2020-04-29,0.33,0.179,0,0
063,Kit Carson County,2020-04-29,0.449,0.347,0.01,0.001
065,Lake County,2020-04-29,0.372,0.333,0.002,0.001
067,La Plata County,2020-04-29,0.468,0.447,0.005,0.002
069,Larimer County,2020-04-29,0.603,0.568,0.007,0.002
071,Las Animas County,2020-04-29,0.4,0.185,0.002,0.001
073,Lincoln County,2020-04-29,0.275,0.158,0.007,0.001
075,Logan County,2020-04-29,0.575,0.396,0.007,0.003
077,Mesa County,2020-04-29,0.622,0.544,0.006,0.002
079,Mineral County,2020-04-29,0.16,0.153,0.001,0.001
081,Moffat County,2020-04-29,0.473,0.393,0.006,0.001
083,Montezuma County,2020-04-29,0.493,0.443,0.007,0.002
085,Montrose County,2020-04-29,0.555,0.421,0.005,0.001
087,Morgan County,2020-04-29,0.55,0.444,0.012,0.004
089,Otero County,2020-04-29,0.51,0.313,0.004,0.001
091,Ouray County,2020-04-29,0.308,0.301,0.001,0.001
093,Park County,2020-04-29,0.227,0.22,0.002,0.001
095,Phillips County,2020-04-29,0.616,0.41,0.005,0.003
097,Pitkin County,2020-04-29,0.267,0.258,0.002,0.001
099,Prowers County,2020-04-29,0.425,0.278,0.004,0.001
101,Pueblo County,2020-04-29,0.553,0.386,0.006,0.002
103,Rio Blanco County,2020-04-29,0.33,0.304,0.003,0.002
105,Rio Grande County,2020-04-29,0.396,0.223,0.001,0.001
107,Routt County,2020-04-29,0.253,0.245,0.002,0.002
109,Saguache County,2020-04-29,0.182,0.124,0.003,0.002
111,San Juan County,2020-04-29,0.091,0.091,0,0
113,San Miguel County,2020-04-29,0.198,0.192,0.001,0.001
115,Sedgwick County,2020-04-29,0.465,0.179,0.003,0.001
117,Summit County,2020-04-29,0.144,0.144,0.001,0.001
119,Teller County,2020-04-29,0.428,0.408,0.005,0.001
121,Washington County,2020-04-29,0.503,0.194,0.002,0.001
123,Weld County,2020-04-29,0.571,0.511,0.008,0.003
125,Yuma County,2020-04-29,0.567,0.218,0.002,0.001
001,Adams County,2020-04-30,0.6,0.537,0.003,0.002
003,Alamosa County,2020-04-30,0.465,0.352,0.003,0.003
005,Arapahoe County,2020-04-30,0.652,0.602,0.003,0.002
007,Archuleta County,2020-04-30,0.285,0.274,0.001,0.001
009,Baca County,2020-04-30,0.382,0.18,0.002,0.001
011,Bent County,2020-04-30,0.494,0.181,0.004,0.002
013,Boulder County,2020-04-30,0.663,0.631,0.002,0.002
014,Broomfield County,2020-04-30,0.671,0.644,0.002,0.002
015,Chaffee County,2020-04-30,0.448,0.409,0.002,0.001
017,Cheyenne County,2020-04-30,0.204,0.133,0,0
019,Clear Creek County,2020-04-30,0.354,0.346,0.002,0.002
021,Conejos County,2020-04-30,0.215,0.121,0.002,0.002
023,Costilla County,2020-04-30,0.099,0.075,0.003,0.003
025,Crowley County,2020-04-30,0.43,0.147,0.001,0.001
027,Custer County,2020-04-30,0.244,0.236,0,0
029,Delta County,2020-04-30,0.538,0.27,0.002,0.001
031,Denver County,2020-04-30,0.582,0.528,0.003,0.003
033,Dolores County,2020-04-30,0.152,0.119,0.001,0.001
035,Douglas County,2020-04-30,0.706,0.686,0.002,0.002
037,Eagle County,2020-04-30,0.187,0.183,0.001,0.001
039,Elbert County,2020-04-30,0.63,0.583,0.002,0.002
041,El Paso County,2020-04-30,0.637,0.587,0.003,0.002
043,Fremont County,2020-04-30,0.561,0.35,0.003,0.002
045,Garfield County,2020-04-30,0.547,0.511,0.003,0.002
047,Gilpin County,2020-04-30,0.348,0.337,0.001,0.001
049,Grand County,2020-04-30,0.08,0.079,0,0
051,Gunnison County,2020-04-30,0.284,0.265,0.001,0.001
053,Hinsdale County,2020-04-30,0.066,0.065,0.001,0.001
055,Huerfano County,2020-04-30,0.272,0.162,0.003,0.002
057,Jackson County,2020-04-30,0.075,0.06,0,0
059,Jefferson County,2020-04-30,0.702,0.658,0.002,0.002
061,Kiowa County,2020-04-30,0.332,0.18,0.002,0.001
063,Kit Carson County,2020-04-30,0.451,0.349,0.004,0.002
065,Lake County,2020-04-30,0.373,0.334,0.002,0.001
067,La Plata County,2020-04-30,0.471,0.449,0.002,0.002
069,Larimer County,2020-04-30,0.604,0.57,0.002,0.002
071,Las Animas County,2020-04-30,0.401,0.187,0.001,0.001
073,Lincoln County,2020-04-30,0.276,0.159,0.003,0.001
075,Logan County,2020-04-30,0.577,0.398,0.004,0.002
077,Mesa County,2020-04-30,0.624,0.546,0.004,0.002
079,Mineral County,2020-04-30,0.162,0.155,0.002,0.002
081,Moffat County,2020-04-30,0.475,0.395,0.005,0.002
083,Montezuma County,2020-04-30,0.494,0.445,0.002,0.001
085,Montrose County,2020-04-30,0.557,0.423,0.004,0.002
087,Morgan County,2020-04-30,0.553,0.447,0.003,0.003
089,Otero County,2020-04-30,0.512,0.315,0.003,0.002
091,Ouray County,2020-04-30,0.308,0.302,0.001,0.001
093,Park County,2020-04-30,0.227,0.22,0.001,0
095,Phillips County,2020-04-30,0.617,0.411,0.001,0.001
097,Pitkin County,2020-04-30,0.268,0.26,0.002,0.002
099,Prowers County,2020-04-30,0.425,0.279,0.001,0.001
101,Pueblo County,2020-04-30,0.555,0.388,0.003,0.002
103,Rio Blanco County,2020-04-30,0.331,0.305,0.002,0.001
105,Rio Grande County,2020-04-30,0.398,0.225,0.004,0.002
107,Routt County,2020-04-30,0.254,0.247,0.001,0.001
109,Saguache County,2020-04-30,0.182,0.124,0,0
111,San Juan County,2020-04-30,0.092,0.092,0.001,0.001
113,San Miguel County,2020-04-30,0.199,0.193,0.001,0.001
115,Sedgwick County,2020-04-30,0.467,0.181,0.002,0.002
117,Summit County,2020-04-30,0.145,0.144,0.001,0.001
119,Teller County,2020-04-30,0.429,0.409,0.001,0.001
121,Washington County,2020-04-30,0.504,0.195,0.001,0.001
123,Weld County,2020-04-30,0.574,0.513,0.002,0.002
125,Yuma County,2020-04-30,0.568,0.219,0.003,0.001
001,Adams County,2020-05-01,0.609,0.539,0.009,0.002
003,Alamosa County,2020-05-01,0.472,0.353,0.007,0.001
005,Arapahoe County,2020-05-01,0.659,0.604,0.008,0.002
007,Archuleta County,2020-05-01,0.289,0.275,0.004,0.001
009,Baca County,2020-05-01,0.383,0.182,0.002,0.002
011,Bent County,2020-05-01,0.496,0.182,0.002,0.001
013,Boulder County,2020-05-01,0.67,0.632,0.007,0.002
014,Broomfield County,2020-05-01,0.676,0.645,0.005,0.001
015,Chaffee County,2020-05-01,0.457,0.41,0.01,0.001
017,Cheyenne County,2020-05-01,0.206,0.134,0.002,0.001
019,Clear Creek County,2020-05-01,0.358,0.347,0.003,0.001
021,Conejos County,2020-05-01,0.217,0.123,0.002,0.002
023,Costilla County,2020-05-01,0.1,0.076,0.001,0.001
025,Crowley County,2020-05-01,0.43,0.148,0.004,0.001
027,Custer County,2020-05-01,0.252,0.237,0.008,0.001
029,Delta County,2020-05-01,0.545,0.272,0.007,0.001
031,Denver County,2020-05-01,0.588,0.53,0.007,0.002
033,Dolores County,2020-05-01,0.154,0.121,0.002,0.001
035,Douglas County,2020-05-01,0.714,0.688,0.008,0.002
037,Eagle County,2020-05-01,0.189,0.184,0.002,0.001
039,Elbert County,2020-05-01,0.637,0.584,0.007,0.001
041,El Paso County,2020-05-01,0.644,0.589,0.008,0.002
043,Fremont County,2020-05-01,0.568,0.351,0.008,0.001
045,Garfield County,2020-05-01,0.558,0.512,0.011,0.002
047,Gilpin County,2020-05-01,0.354,0.338,0.006,0.001
049,Grand County,2020-05-01,0.081,0.079,0.001,0
051,Gunnison County,2020-05-01,0.287,0.266,0.003,0.001
053,Hinsdale County,2020-05-01,0.066,0.065,0,0
055,Huerfano County,2020-05-01,0.277,0.163,0.004,0.001
057,Jackson County,2020-05-01,0.075,0.06,0,0
059,Jefferson County,2020-05-01,0.71,0.66,0.008,0.002
061,Kiowa County,2020-05-01,0.334,0.18,0.002,0
063,Kit Carson County,2020-05-01,0.459,0.35,0.008,0.001
065,Lake County,2020-05-01,0.378,0.336,0.006,0.002
067,La Plata County,2020-05-01,0.479,0.45,0.008,0.002
069,Larimer County,2020-05-01,0.612,0.571,0.008,0.001
071,Las Animas County,2020-05-01,0.404,0.188,0.003,0.001
073,Lincoln County,2020-05-01,0.279,0.159,0.003,0
075,Logan County,2020-05-01,0.583,0.399,0.006,0.001
077,Mesa County,2020-05-01,0.637,0.547,0.013,0.002
079,Mineral County,2020-05-01,0.162,0.155,0,0
081,Moffat County,2020-05-01,0.486,0.397,0.011,0.002
083,Montezuma County,2020-05-01,0.508,0.448,0.014,0.003
085,Montrose County,2020-05-01,0.567,0.425,0.01,0.002
087,Morgan County,2020-05-01,0.562,0.448,0.01,0.002
089,Otero County,2020-05-01,0.522,0.316,0.01,0.001
091,Ouray County,2020-05-01,0.315,0.303,0.007,0.001
093,Park County,2020-05-01,0.231,0.221,0.004,0.001
095,Phillips County,2020-05-01,0.621,0.412,0.004,0.001
097,Pitkin County,2020-05-01,0.271,0.261,0.002,0.001
099,Prowers County,2020-05-01,0.431,0.28,0.005,0.001
101,Pueblo County,2020-05-01,0.563,0.39,0.009,0.002
103,Rio Blanco County,2020-05-01,0.338,0.306,0.007,0.001
105,Rio Grande County,2020-05-01,0.404,0.227,0.006,0.002
107,Routt County,2020-05-01,0.258,0.248,0.003,0.001
109,Saguache County,2020-05-01,0.186,0.127,0.003,0.002
111,San Juan County,2020-05-01,0.092,0.092,0,0
113,San Miguel County,2020-05-01,0.2,0.194,0.001,0.001
115,Sedgwick County,2020-05-01,0.47,0.181,0.003,0
117,Summit County,2020-05-01,0.146,0.145,0.001,0.001
119,Teller County,2020-05-01,0.438,0.411,0.008,0.002
121,Washington County,2020-05-01,0.506,0.196,0.002,0.001
123,Weld County,2020-05-01,0.583,0.515,0.009,0.002
125,Yuma County,2020-05-01,0.57,0.22,0.002,0.001
001,Adams County,2020-05-02,0.612,0.54,0.003,0.001
003,Alamosa County,2020-05-02,0.476,0.353,0.004,0.001
005,Arapahoe County,2020-05-02,0.662,0.606,0.004,0.002
007,Archuleta County,2020-05-02,0.292,0.276,0.003,0.001
009,Baca County,2020-05-02,0.386,0.182,0.003,0
011,Bent County,2020-05-02,0.502,0.182,0.006,0
013,Boulder County,2020-05-02,0.673,0.633,0.003,0.001
014,Broomfield County,2020-05-02,0.678,0.646,0.002,0.001
015,Chaffee County,2020-05-02,0.461,0.411,0.004,0.001
017,Cheyenne County,2020-05-02,0.208,0.135,0.002,0.001
019,Clear Creek County,2020-05-02,0.36,0.348,0.002,0.001
021,Conejos County,2020-05-02,0.217,0.123,0.001,0
023,Costilla County,2020-05-02,0.101,0.077,0.001,0.001
025,Crowley County,2020-05-02,0.433,0.148,0.004,0.001
027,Custer County,2020-05-02,0.257,0.238,0.005,0.001
029,Delta County,2020-05-02,0.549,0.273,0.005,0.001
031,Denver County,2020-05-02,0.591,0.531,0.003,0.001
033,Dolores County,2020-05-02,0.155,0.122,0.002,0.001
035,Douglas County,2020-05-02,0.716,0.69,0.002,0.001
037,Eagle County,2020-05-02,0.19,0.185,0.001,0.001
039,Elbert County,2020-05-02,0.642,0.586,0.005,0.002
041,El Paso County,2020-05-02,0.648,0.59,0.003,0.001
043,Fremont County,2020-05-02,0.573,0.352,0.006,0.001
045,Garfield County,2020-05-02,0.562,0.514,0.005,0.001
047,Gilpin County,2020-05-02,0.355,0.338,0.001,0
049,Grand County,2020-05-02,0.081,0.08,0,0
051,Gunnison County,2020-05-02,0.289,0.266,0.001,0.001
053,Hinsdale County,2020-05-02,0.066,0.065,0,0
055,Huerfano County,2020-05-02,0.28,0.164,0.004,0.001
057,Jackson County,2020-05-02,0.075,0.06,0,0
059,Jefferson County,2020-05-02,0.713,0.661,0.003,0.001
061,Kiowa County,2020-05-02,0.338,0.182,0.004,0.002
063,Kit Carson County,2020-05-02,0.463,0.351,0.003,0.001
065,Lake County,2020-05-02,0.381,0.337,0.002,0.001
067,La Plata County,2020-05-02,0.482,0.451,0.004,0.001
069,Larimer County,2020-05-02,0.615,0.572,0.003,0.001
071,Las Animas County,2020-05-02,0.408,0.188,0.004,0
073,Lincoln County,2020-05-02,0.281,0.16,0.002,0
075,Logan County,2020-05-02,0.586,0.4,0.004,0.001
077,Mesa County,2020-05-02,0.64,0.548,0.004,0.001
079,Mineral County,2020-05-02,0.162,0.155,0.001,0.001
081,Moffat County,2020-05-02,0.49,0.398,0.004,0.001
083,Montezuma County,2020-05-02,0.512,0.448,0.004,0
085,Montrose County,2020-05-02,0.573,0.426,0.006,0.001
087,Morgan County,2020-05-02,0.566,0.449,0.004,0.001
089,Otero County,2020-05-02,0.526,0.317,0.005,0.001
091,Ouray County,2020-05-02,0.317,0.304,0.002,0.001
093,Park County,2020-05-02,0.232,0.222,0.001,0
095,Phillips County,2020-05-02,0.623,0.413,0.003,0.001
097,Pitkin County,2020-05-02,0.273,0.262,0.002,0.001
099,Prowers County,2020-05-02,0.433,0.28,0.002,0.001
101,Pueblo County,2020-05-02,0.568,0.391,0.005,0.001
103,Rio Blanco County,2020-05-02,0.341,0.307,0.003,0.001
105,Rio Grande County,2020-05-02,0.408,0.228,0.005,0
107,Routt County,2020-05-02,0.259,0.249,0.002,0.001
109,Saguache County,2020-05-02,0.187,0.127,0.001,0.001
111,San Juan County,2020-05-02,0.092,0.092,0,0
113,San Miguel County,2020-05-02,0.201,0.195,0,0
115,Sedgwick County,2020-05-02,0.474,0.183,0.005,0.001
117,Summit County,2020-05-02,0.147,0.145,0.001,0.001
119,Teller County,2020-05-02,0.441,0.412,0.003,0.001
121,Washington County,2020-05-02,0.509,0.197,0.003,0.001
123,Weld County,2020-05-02,0.586,0.517,0.003,0.001
125,Yuma County,2020-05-02,0.575,0.222,0.006,0.002
001,Adams County,2020-05-03,0.615,0.541,0.003,0.001
003,Alamosa County,2020-05-03,0.478,0.354,0.002,0
005,Arapahoe County,2020-05-03,0.665,0.607,0.003,0.002
007,Archuleta County,2020-05-03,0.294,0.276,0.002,0.001
009,Baca County,2020-05-03,0.388,0.182,0.003,0
011,Bent County,2020-05-03,0.514,0.183,0.014,0.001
013,Boulder County,2020-05-03,0.675,0.635,0.003,0.001
014,Broomfield County,2020-05-03,0.681,0.648,0.003,0.002
015,Chaffee County,2020-05-03,0.465,0.412,0.004,0.001
017,Cheyenne County,2020-05-03,0.208,0.135,0,0
019,Clear Creek County,2020-05-03,0.362,0.349,0.002,0.001
021,Conejos County,2020-05-03,0.219,0.123,0.002,0
023,Costilla County,2020-05-03,0.102,0.077,0.001,0
025,Crowley County,2020-05-03,0.436,0.148,0.004,0
027,Custer County,2020-05-03,0.26,0.239,0.003,0
029,Delta County,2020-05-03,0.554,0.274,0.005,0.001
031,Denver County,2020-05-03,0.593,0.533,0.002,0.001
033,Dolores County,2020-05-03,0.156,0.123,0.001,0.001
035,Douglas County,2020-05-03,0.719,0.692,0.004,0.002
037,Eagle County,2020-05-03,0.191,0.186,0.001,0.001
039,Elbert County,2020-05-03,0.646,0.588,0.004,0.002
041,El Paso County,2020-05-03,0.651,0.592,0.003,0.002
043,Fremont County,2020-05-03,0.577,0.353,0.005,0.001
045,Garfield County,2020-05-03,0.565,0.514,0.002,0.001
047,Gilpin County,2020-05-03,0.356,0.338,0.002,0
049,Grand County,2020-05-03,0.082,0.08,0.001,0.001
051,Gunnison County,2020-05-03,0.29,0.267,0.001,0
053,Hinsdale County,2020-05-03,0.066,0.065,0,0
055,Huerfano County,2020-05-03,0.284,0.165,0.005,0.001
057,Jackson County,2020-05-03,0.075,0.06,0,0
059,Jefferson County,2020-05-03,0.716,0.663,0.003,0.001
061,Kiowa County,2020-05-03,0.338,0.182,0.004,0
063,Kit Carson County,2020-05-03,0.466,0.351,0.004,0.001
065,Lake County,2020-05-03,0.384,0.337,0.003,0
067,La Plata County,2020-05-03,0.484,0.452,0.002,0
069,Larimer County,2020-05-03,0.617,0.573,0.003,0.001
071,Las Animas County,2020-05-03,0.41,0.189,0.003,0
073,Lincoln County,2020-05-03,0.282,0.16,0.002,0
075,Logan County,2020-05-03,0.589,0.401,0.003,0.001
077,Mesa County,2020-05-03,0.643,0.549,0.003,0.001
079,Mineral County,2020-05-03,0.162,0.155,0,0
081,Moffat County,2020-05-03,0.493,0.399,0.003,0.001
083,Montezuma County,2020-05-03,0.516,0.448,0.003,0
085,Montrose County,2020-05-03,0.578,0.427,0.005,0.001
087,Morgan County,2020-05-03,0.569,0.45,0.003,0.001
089,Otero County,2020-05-03,0.532,0.317,0.007,0
091,Ouray County,2020-05-03,0.318,0.304,0.001,0
093,Park County,2020-05-03,0.233,0.222,0.001,0.001
095,Phillips County,2020-05-03,0.624,0.413,0.001,0
097,Pitkin County,2020-05-03,0.275,0.263,0.001,0.001
099,Prowers County,2020-05-03,0.435,0.281,0.002,0.001
101,Pueblo County,2020-05-03,0.573,0.392,0.004,0.001
103,Rio Blanco County,2020-05-03,0.343,0.308,0.002,0.001
105,Rio Grande County,2020-05-03,0.412,0.228,0.004,0
107,Routt County,2020-05-03,0.26,0.249,0.001,0.001
109,Saguache County,2020-05-03,0.189,0.129,0.002,0.001
111,San Juan County,2020-05-03,0.092,0.092,0,0
113,San Miguel County,2020-05-03,0.201,0.195,0.001,0.001
115,Sedgwick County,2020-05-03,0.476,0.183,0.001,0.001
117,Summit County,2020-05-03,0.147,0.146,0.001,0.001
119,Teller County,2020-05-03,0.443,0.413,0.003,0.001
121,Washington County,2020-05-03,0.51,0.197,0.001,0
123,Weld County,2020-05-03,0.589,0.518,0.003,0.001
125,Yuma County,2020-05-03,0.578,0.223,0.003,0.001
001,Adams County,2020-05-04,0.617,0.543,0.002,0.001
003,Alamosa County,2020-05-04,0.479,0.355,0.002,0.001
005,Arapahoe County,2020-05-04,0.667,0.609,0.002,0.001
007,Archuleta County,2020-05-04,0.296,0.277,0.002,0
009,Baca County,2020-05-04,0.391,0.184,0.004,0.001
011,Bent County,2020-05-04,0.518,0.183,0.004,0
013,Boulder County,2020-05-04,0.678,0.636,0.003,0.001
014,Broomfield County,2020-05-04,0.684,0.65,0.003,0.002
015,Chaffee County,2020-05-04,0.467,0.413,0.003,0.001
017,Cheyenne County,2020-05-04,0.21,0.135,0.002,0
019,Clear Creek County,2020-05-04,0.364,0.35,0.002,0.001
021,Conejos County,2020-05-04,0.221,0.124,0.002,0.001
023,Costilla County,2020-05-04,0.102,0.077,0.001,0
025,Crowley County,2020-05-04,0.438,0.15,0.002,0.001
027,Custer County,2020-05-04,0.262,0.239,0.003,0
029,Delta County,2020-05-04,0.555,0.274,0.004,0
031,Denver County,2020-05-04,0.596,0.534,0.002,0.001
033,Dolores County,2020-05-04,0.159,0.126,0.003,0.003
035,Douglas County,2020-05-04,0.722,0.694,0.003,0.002
037,Eagle County,2020-05-04,0.192,0.186,0.001,0.001
039,Elbert County,2020-05-04,0.648,0.589,0.002,0.002
041,El Paso County,2020-05-04,0.653,0.593,0.003,0.002
043,Fremont County,2020-05-04,0.58,0.354,0.003,0.001
045,Garfield County,2020-05-04,0.567,0.515,0.004,0.001
047,Gilpin County,2020-05-04,0.357,0.339,0.001,0.001
049,Grand County,2020-05-04,0.082,0.081,0.001,0.001
051,Gunnison County,2020-05-04,0.291,0.267,0.001,0.001
053,Hinsdale County,2020-05-04,0.066,0.065,0,0
055,Huerfano County,2020-05-04,0.285,0.165,0.001,0
057,Jackson County,2020-05-04,0.075,0.06,0,0
059,Jefferson County,2020-05-04,0.718,0.664,0.002,0.001
061,Kiowa County,2020-05-04,0.342,0.185,0.005,0.002
063,Kit Carson County,2020-05-04,0.468,0.352,0.002,0.001
065,Lake County,2020-05-04,0.385,0.338,0.001,0.001
067,La Plata County,2020-05-04,0.486,0.453,0.002,0.001
069,Larimer County,2020-05-04,0.619,0.574,0.002,0.001
071,Las Animas County,2020-05-04,0.414,0.189,0.004,0.001
073,Lincoln County,2020-05-04,0.284,0.16,0.002,0
075,Logan County,2020-05-04,0.591,0.401,0.002,0.001
077,Mesa County,2020-05-04,0.645,0.55,0.004,0.001
079,Mineral County,2020-05-04,0.163,0.156,0.001,0.001
081,Moffat County,2020-05-04,0.495,0.4,0.003,0.001
083,Montezuma County,2020-05-04,0.518,0.449,0.002,0.001
085,Montrose County,2020-05-04,0.581,0.428,0.005,0.001
087,Morgan County,2020-05-04,0.572,0.451,0.003,0.001
089,Otero County,2020-05-04,0.535,0.319,0.003,0.001
091,Ouray County,2020-05-04,0.32,0.305,0.003,0.001
093,Park County,2020-05-04,0.234,0.222,0.001,0
095,Phillips County,2020-05-04,0.626,0.414,0.002,0
097,Pitkin County,2020-05-04,0.276,0.263,0.002,0
099,Prowers County,2020-05-04,0.436,0.282,0.002,0.001
101,Pueblo County,2020-05-04,0.575,0.393,0.003,0.001
